Year,index_nsa,Housing_Price,"City,.State",Population,Violent.Crimes,Homicides,Rapes,Robberies
2015,222.3983333,22239833.33,"Philadelphia, PA",1567810,16132,280,1322,6765
2015,252.199375,25219937.5,"Mesa, AZ",471034,1972,16,241,408
2015,252.199375,25219937.5,"Phoenix, AZ",1559744,9261,112,1016,3020
2015,196.605,19660500,"Pittsburgh, PA",306870,2167,57,82,858
2015,194.335,19433500,"Raleigh, NC",438363,1676,17,108,678
2015,202.8883333,20288833.33,"Sacramento, CA",489717,3611,43,105,1174
2015,284.6325,28463250,"Seattle, WA",683700,4093,23,144,1532
2015,226.920625,22692062.5,"Tampa, FL",364383,2298,34,77,671
2015,198.32875,19832875,"Tucson, AZ",529675,3472,31,422,1059
2015,194.64125,19464125,"Tulsa, OK",401520,3628,55,365,854
2015,248.0358333,24803583.33,"Washington, DC",672228,8084,162,494,3404
2015,176.28,17628000,"Wichita, KS",389824,3839,27,349,733
